query_id,split,query_type,input_tokens,agent_id,token_budget,observed_quality,cost_usd,latency_ms
7,test,coding,203,A,1024,1.0,0.0001404,5244.6
7,test,coding,203,A,2048,1.0,0.0001217,3515.4
7,test,coding,203,A,4096,1.0,0.0001474,4461.1
7,test,coding,203,B,512,1.0,0.0001144,5213.5
7,test,coding,203,B,1024,1.0,0.0001144,5344.5
7,test,coding,203,B,2048,1.0,0.0001144,4813.5
7,test,coding,203,B,4096,1.0,0.0001144,5295.6
7,test,coding,203,C,512,0.0,0.0001182,2695.2
7,test,coding,203,C,1024,1.0,0.0001764,3755.0
7,test,coding,203,C,2048,1.0,6.48e-05,1259.5
7,test,coding,203,C,4096,1.0,0.0001474,4379.9
7,test,coding,203,D,512,0.0,0.0001422,6740.5
7,test,coding,203,D,1024,1.0,0.0002512,9926.5
7,test,coding,203,D,2048,1.0,3.69e-05,2564.0
7,test,coding,203,D,4096,1.0,0.0003199,12338.0
7,test,coding,203,E,512,0.0,0.0006241,12108.7
7,test,coding,203,E,1024,1.0,0.0010861,8783.7
7,test,coding,203,E,2048,1.0,0.0010377,8886.1
7,test,coding,203,E,4096,1.0,0.0008961,3780.5
8,train,multihop_qa,3656,A,512,0.0,0.0003474,4072.5
8,train,multihop_qa,3656,A,1024,0.05128,0.0004754,7745.7
8,train,multihop_qa,3656,A,2048,0.0,0.0007314,15503.3
8,train,multihop_qa,3656,A,4096,0.44444,0.0009989,23893.5
8,train,multihop_qa,3656,B,512,0.33333,0.0004017,12439.7
8,train,multihop_qa,3656,B,1024,0.66667,0.0004333,6373.7
8,train,multihop_qa,3656,B,2048,0.33333,0.0004212,5472.2
8,train,multihop_qa,3656,B,4096,0.33333,0.0004387,6936.2
8,train,multihop_qa,3656,C,512,0.0,0.0004366,2756.8
8,train,multihop_qa,3656,C,1024,0.33333,0.0003352,960.1
8,train,multihop_qa,3656,C,2048,0.33333,0.0007184,8921.2
8,train,multihop_qa,3656,C,4096,0.33333,0.0003352,1026.0
8,train,multihop_qa,3656,D,512,0.0,0.0004018,6416.6
8,train,multihop_qa,3656,D,1024,0.33333,0.000463,10787.0
8,train,multihop_qa,3656,D,2048,0.30769,0.0004402,8883.5
8,train,multihop_qa,3656,D,4096,0.25,0.000513,11566.0
8,train,multihop_qa,3656,E,512,0.0,0.0016474,12824.4
8,train,multihop_qa,3656,E,1024,0.0,0.0022109,7492.7
8,train,multihop_qa,3656,E,2048,0.0,0.0033373,11782.0
8,train,multihop_qa,3656,E,4096,0.18182,0.0036274,13287.9
9,train,knowledge,436,A,512,0.0,0.0001551,4032.2
9,train,knowledge,436,A,1024,0.0,0.0002831,7881.7
9,train,knowledge,436,A,2048,0.0,0.0005391,15509.0
9,train,knowledge,436,A,4096,0.0,0.0010511,31717.8
9,train,knowledge,436,B,512,0.0,0.0002653,12021.0
9,train,knowledge,436,B,1024,0.0,0.0004957,24355.2
9,train,knowledge,436,B,2048,0.0,0.0006991,34718.5
9,train,knowledge,436,B,4096,0.0,0.0007513,37845.7
9,train,knowledge,436,C,512,0.0,0.0001365,4235.5
9,train,knowledge,436,C,1024,0.0,0.0002389,6184.5
9,train,knowledge,436,C,2048,0.0,0.0004437,11713.6
9,train,knowledge,436,C,4096,0.0,0.0008533,20954.2
9,train,knowledge,436,D,512,0.0,0.0001464,21633.3
9,train,knowledge,436,D,1024,0.0,0.0002894,9479.4
9,train,knowledge,436,D,2048,0.0,0.0005454,19969.2
9,train,knowledge,436,D,4096,0.0,0.0006149,31587.8
9,train,knowledge,436,E,512,0.0,0.0006874,2679.7
9,train,knowledge,436,E,1024,0.0,0.0012509,3466.8
9,train,knowledge,436,E,2048,0.0,0.002377,9486.0
9,train,knowledge,436,E,4096,0.0,0.003257,26696.7
10,train,coding,223,A,512,0.0,0.0001423,3914.3
10,train,coding,223,A,1024,0.0,0.0002703,7694.3
10,train,coding,223,A,2048,0.0,0.0001056,2831.0
10,train,coding,223,A,4096,0.0,0.0001056,2834.7
10,train,coding,223,B,512,1.0,0.0001246,5478.3
10,train,coding,223,B,1024,0.0,0.0001174,5309.0
10,train,coding,223,B,2048,1.0,0.0001251,5391.2
10,train,coding,223,B,4096,1.0,0.0001251,5489.3
10,train,coding,223,C,512,1.0,7.96e-05,1818.7
10,train,coding,223,C,1024,1.0,7.5e-05,1682.4
10,train,coding,223,C,2048,1.0,7.34e-05,1351.7
10,train,coding,223,C,4096,1.0,7.78e-05,1616.2
10,train,coding,223,D,512,0.0,5.4e-05,5986.0
10,train,coding,223,D,1024,1.0,0.0001255,5427.1
10,train,coding,223,D,2048,1.0,0.0001183,4524.3
10,train,coding,223,D,4096,1.0,6.03e-05,5740.5
10,train,coding,223,E,512,0.0,0.0006295,3011.9
10,train,coding,223,E,1024,0.0,0.001193,5385.8
10,train,coding,223,E,2048,0.0,0.0015315,12671.1
10,train,coding,223,E,4096,0.0,0.0017573,7764.5
11,train,math_olympiad,128,A,512,0.0,0.0001357,4933.1
11,train,math_olympiad,128,A,1024,0.0,0.0002637,10150.7
11,train,math_olympiad,128,A,2048,0.0,0.0005197,20780.1
11,train,math_olympiad,128,A,4096,0.0,0.0010317,41685.0
11,train,math_olympiad,128,B,512,0.0,0.0002406,12793.5
11,train,math_olympiad,128,B,1024,0.0,0.000471,24308.8
11,train,math_olympiad,128,B,2048,0.0,0.0009318,46934.6
11,train,math_olympiad,128,B,4096,0.0,0.0017355,84906.5
11,train,math_olympiad,128,C,512,0.0,0.0001126,2166.9
11,train,math_olympiad,128,C,1024,0.0,0.000215,3500.4
11,train,math_olympiad,128,C,2048,0.0,0.0004198,9150.4
11,train,math_olympiad,128,C,4096,0.0,0.0008294,18566.0
11,train,math_olympiad,128,D,512,0.0,0.0001372,6905.2
11,train,math_olympiad,128,D,1024,0.0,0.0002651,13041.4
11,train,math_olympiad,128,D,2048,0.0,0.0005212,23903.0
11,train,math_olympiad,128,D,4096,0.0,0.0007904,166868.0
11,train,math_olympiad,128,E,512,0.0,0.0006043,1680.2
11,train,math_olympiad,128,E,1024,0.0,0.0011675,3158.0
11,train,math_olympiad,128,E,2048,0.0,0.0022936,41457.4
11,train,math_olympiad,128,E,4096,0.0,0.0045464,19348.7
12,test,math_olympiad,109,A,512,0.0,0.0001344,3951.4
12,test,math_olympiad,109,A,1024,1.0,0.0001576,4543.2
12,test,math_olympiad,109,A,2048,1.0,0.0001576,4629.3
12,test,math_olympiad,109,A,4096,1.0,0.0001491,4422.0
12,test,math_olympiad,109,B,512,0.0,0.0002391,16055.6
12,test,math_olympiad,109,B,1024,1.0,0.0003053,16571.0
12,test,math_olympiad,109,B,2048,1.0,0.0003053,14637.0
12,test,math_olympiad,109,B,4096,1.0,0.00033,16145.5
12,test,math_olympiad,109,C,512,0.0,0.0001111,2341.5
12,test,math_olympiad,109,C,1024,0.0,0.0002135,2798.6
12,test,math_olympiad,109,C,2048,0.0,0.0004183,8979.4
12,test,math_olympiad,109,C,4096,1.0,0.0002491,2850.9
12,test,math_olympiad,109,D,512,1.0,7.94e-05,10493.1
12,test,math_olympiad,109,D,1024,1.0,0.0002494,11274.2
12,test,math_olympiad,109,D,2048,1.0,0.0002576,10001.9
12,test,math_olympiad,109,D,4096,1.0,0.0001716,7825.4
12,test,math_olympiad,109,E,512,0.0,0.0005971,1752.5
12,test,math_olympiad,109,E,1024,0.0,0.0011603,3347.6
12,test,math_olympiad,109,E,2048,1.0,0.0019413,5437.0
12,test,math_olympiad,109,E,4096,1.0,0.0019413,5244.8
13,train,knowledge,814,A,512,0.0,0.0001768,3864.7
13,train,knowledge,814,A,1024,0.0,0.0003048,7864.2
13,train,knowledge,814,A,2048,0.0,0.0005608,15689.6
13,train,knowledge,814,A,4096,0.0,0.0010728,31970.4
13,train,knowledge,814,B,512,0.0,0.0002977,12934.5
13,train,knowledge,814,B,1024,0.0,0.0005281,30402.1
13,train,knowledge,814,B,2048,0.0,0.0005857,28029.4
13,train,knowledge,814,B,4096,0.0,0.0010492,51686.4
13,train,knowledge,814,C,512,0.0,0.000168,3260.2
13,train,knowledge,814,C,1024,0.0,0.0002704,6083.8
13,train,knowledge,814,C,2048,0.0,0.0004752,11376.0
13,train,knowledge,814,C,4096,1.0,0.000794,19314.0
13,train,knowledge,814,D,512,1.0,0.0001263,6670.1
13,train,knowledge,814,D,1024,0.0,0.0003166,15728.7
13,train,knowledge,814,D,2048,1.0,0.0002054,13563.0
13,train,knowledge,814,D,4096,1.0,0.0006148,28582.0
13,train,knowledge,814,E,512,0.0,0.0008023,2534.1
13,train,knowledge,814,E,1024,0.0,0.0013655,9904.8
13,train,knowledge,814,E,2048,0.0,0.0024919,9298.0
13,train,knowledge,814,E,4096,1.0,0.0033378,13176.0
14,train,knowledge,271,A,512,0.0,6.5e-05,1742.9
14,train,knowledge,271,A,1024,0.0,6.5e-05,1534.2
14,train,knowledge,271,A,2048,0.0,6.5e-05,1539.3
14,train,knowledge,271,A,4096,0.0,6.5e-05,1596.4
14,train,knowledge,271,B,512,0.0,0.0002521,11524.6
14,train,knowledge,271,B,1024,0.0,0.0003416,15950.2
14,train,knowledge,271,B,2048,0.0,0.0002849,13270.2
14,train,knowledge,271,B,4096,0.0,0.0005266,24904.3
14,train,knowledge,271,C,512,0.0,8.42e-05,2715.1
14,train,knowledge,271,C,1024,0.0,8.28e-05,2570.3
14,train,knowledge,271,C,2048,0.0,0.00043,10970.9
14,train,knowledge,271,C,4096,0.0,0.0001314,4261.4
14,train,knowledge,271,D,512,0.0,0.0001487,23176.4
14,train,knowledge,271,D,1024,0.0,0.0002767,13997.2
14,train,knowledge,271,D,2048,0.0,0.0005327,30876.4
14,train,knowledge,271,D,4096,0.0,0.0010447,68903.3
14,train,knowledge,271,E,512,0.0,0.000643,3220.4
14,train,knowledge,271,E,1024,0.0,0.0012059,19414.8
14,train,knowledge,271,E,2048,0.0,0.0023323,12604.0
14,train,knowledge,271,E,4096,0.0,0.0045851,22651.7
15,test,multihop_qa,2006,A,512,1.0,0.0001431,1035.7
15,test,multihop_qa,2006,A,1024,1.0,0.0001431,1041.1
15,test,multihop_qa,2006,A,2048,1.0,0.0001431,1053.0
15,test,multihop_qa,2006,A,4096,1.0,0.0001431,1033.0
15,test,multihop_qa,2006,B,512,1.0,0.000181,2054.0
15,test,multihop_qa,2006,B,1024,1.0,0.000181,1191.7
15,test,multihop_qa,2006,B,2048,1.0,0.000181,1128.6
15,test,multihop_qa,2006,B,4096,1.0,0.000181,1323.6
15,test,multihop_qa,2006,C,512,1.0,0.000166,1195.4
15,test,multihop_qa,2006,C,1024,0.2,0.0001684,1111.3
15,test,multihop_qa,2006,C,2048,0.66667,0.0001656,1105.3
15,test,multihop_qa,2006,C,4096,1.0,0.000166,1046.2
15,test,multihop_qa,2006,D,512,1.0,0.0001968,2813.5
15,test,multihop_qa,2006,D,1024,1.0,0.0001981,3094.3
15,test,multihop_qa,2006,D,2048,1.0,0.0001903,4012.3
15,test,multihop_qa,2006,D,4096,1.0,0.0001628,1451.3
15,test,multihop_qa,2006,E,512,1.0,0.0010368,2310.2
15,test,multihop_qa,2006,E,1024,1.0,0.0009865,2163.1
15,test,multihop_qa,2006,E,2048,1.0,0.0010503,1894.4
15,test,multihop_qa,2006,E,4096,1.0,0.0010489,10590.4
16,train,math_olympiad,145,A,512,0.0,0.0001369,4733.9
16,train,math_olympiad,145,A,1024,0.0,0.0002649,9398.8
16,train,math_olympiad,145,A,2048,0.0,0.0005209,21133.3
16,train,math_olympiad,145,A,4096,0.0,0.0010329,36997.0
16,train,math_olympiad,145,B,512,0.0,0.0002419,11192.6
16,train,math_olympiad,145,B,1024,0.0,0.0004534,21230.2
16,train,math_olympiad,145,B,2048,0.0,0.0005394,26113.2
16,train,math_olympiad,145,B,4096,0.0,0.0005011,23646.0
16,train,math_olympiad,145,C,512,0.0,0.000114,2151.1
16,train,math_olympiad,145,C,1024,0.0,0.0002164,4515.4
16,train,math_olympiad,145,C,2048,0.0,0.0004212,6750.3
16,train,math_olympiad,145,C,4096,0.0,0.0008308,17918.7
16,train,math_olympiad,145,D,512,0.0,0.0001387,6615.4
16,train,math_olympiad,145,D,1024,0.0,0.0002347,20510.4
16,train,math_olympiad,145,D,2048,0.0,0.0005227,20647.8
16,train,math_olympiad,145,D,4096,0.0,0.0003615,75421.3
16,train,math_olympiad,145,E,512,0.0,0.0006097,2986.4
16,train,math_olympiad,145,E,1024,0.0,0.0011726,9833.3
16,train,math_olympiad,145,E,2048,0.0,0.002299,19919.9
16,train,math_olympiad,145,E,4096,0.0,0.0045518,20455.9
17,test,math_comp,119,A,512,1.0,3.56e-05,1166.6
17,test,math_comp,119,A,1024,1.0,4.36e-05,1451.9
17,test,math_comp,119,A,2048,1.0,4.36e-05,1440.4
17,test,math_comp,119,A,4096,1.0,3.56e-05,1273.6
17,test,math_comp,119,B,512,1.0,0.0001695,9132.4
17,test,math_comp,119,B,1024,1.0,0.0001267,5686.3
17,test,math_comp,119,B,2048,1.0,0.0001515,7930.7
17,test,math_comp,119,B,4096,1.0,0.0001501,7114.9
17,test,math_comp,119,C,512,1.0,4.4e-05,861.2
17,test,math_comp,119,C,1024,1.0,9.8e-05,2799.8
17,test,math_comp,119,C,2048,1.0,9.84e-05,2769.7
17,test,math_comp,119,C,4096,1.0,4.06e-05,524.1
17,test,math_comp,119,D,512,1.0,7.94e-05,4598.3
17,test,math_comp,119,D,1024,1.0,1.21e-05,28437.5
17,test,math_comp,119,D,2048,1.0,9.54e-05,4508.3
17,test,math_comp,119,D,4096,1.0,1.24e-05,28098.1
17,test,math_comp,119,E,512,1.0,0.0005604,1826.6
17,test,math_comp,119,E,1024,1.0,0.000438,3627.3
17,test,math_comp,119,E,2048,1.0,0.0005821,2785.8
17,test,math_comp,119,E,4096,1.0,0.0006041,9204.3
18,train,multihop_qa,3168,A,512,0.0,0.0003181,5287.7
18,train,multihop_qa,3168,A,1024,0.06061,0.0004461,10652.3
18,train,multihop_qa,3168,A,2048,0.0,0.0007021,21171.4
18,train,multihop_qa,3168,A,4096,0.0,0.0012141,42313.4
18,train,multihop_qa,3168,B,512,1.0,0.0003052,1944.3
18,train,multihop_qa,3168,B,1024,1.0,0.0003281,2724.3
18,train,multihop_qa,3168,B,2048,1.0,0.0003402,4746.2
18,train,multihop_qa,3168,B,4096,1.0,0.0003646,13685.5
18,train,multihop_qa,3168,C,512,0.0,0.0003815,2265.6
18,train,multihop_qa,3168,C,1024,1.0,0.0002813,339.2
18,train,multihop_qa,3168,C,2048,1.0,0.0002813,411.1
18,train,multihop_qa,3168,C,4096,1.0,0.0002813,416.6
18,train,multihop_qa,3168,D,512,1.0,0.0002509,1943.2
18,train,multihop_qa,3168,D,1024,1.0,0.0002687,3752.6
18,train,multihop_qa,3168,D,2048,1.0,0.0002497,1840.8
18,train,multihop_qa,3168,D,4096,1.0,0.0003182,5288.5
18,train,multihop_qa,3168,E,512,0.0,0.0015007,10441.9
18,train,multihop_qa,3168,E,1024,0.0,0.0020642,4081.2
18,train,multihop_qa,3168,E,2048,1.0,0.0021233,5775.3
18,train,multihop_qa,3168,E,4096,1.0,0.002197,11947.5
19,train,multihop_qa,2063,A,512,0.0339,0.0002541,4148.1
19,train,multihop_qa,2063,A,1024,0.02837,0.0003821,9899.9
19,train,multihop_qa,2063,A,2048,0.03361,0.0006381,16005.9
19,train,multihop_qa,2063,A,4096,0.04494,0.0011501,32133.5
19,train,multihop_qa,2063,B,512,1.0,0.0002604,5239.1
19,train,multihop_qa,2063,B,1024,0.0,0.0003527,9680.5
19,train,multihop_qa,2063,B,2048,1.0,0.0002568,5339.3
19,train,multihop_qa,2063,B,4096,1.0,0.000341,9836.6
19,train,multihop_qa,2063,C,512,0.0,0.0001678,240.3
19,train,multihop_qa,2063,C,1024,0.0,0.0003716,4125.0
19,train,multihop_qa,2063,C,2048,0.0,0.0005764,9718.3
19,train,multihop_qa,2063,C,4096,0.0,0.0001678,632.3
19,train,multihop_qa,2063,D,512,1.0,0.0002395,4096.2
19,train,multihop_qa,2063,D,1024,1.0,0.0003427,11011.3
19,train,multihop_qa,2063,D,2048,1.0,0.0002562,6663.3
19,train,multihop_qa,2063,D,4096,1.0,0.0001975,7269.0
19,train,multihop_qa,2063,E,512,0.0,0.0011668,2818.1
19,train,multihop_qa,2063,E,1024,0.0,0.0017303,8143.2
19,train,multihop_qa,2063,E,2048,0.0,0.0028567,14234.3
19,train,multihop_qa,2063,E,4096,0.0,0.0051095,25185.4
20,train,math_comp,119,A,512,0.0,0.0001351,4170.0
20,train,math_comp,119,A,1024,1.0,0.0002504,7552.4
20,train,math_comp,119,A,2048,1.0,0.0002691,8109.0
20,train,math_comp,119,A,4096,1.0,0.0002704,8170.2
20,train,math_comp,119,B,512,1.0,0.0001909,9429.4
20,train,math_comp,119,B,1024,1.0,0.0002917,15812.7
20,train,math_comp,119,B,2048,1.0,0.0001909,9096.2
20,train,math_comp,119,B,4096,1.0,0.00019,9110.8
20,train,math_comp,119,C,512,0.0,0.0001122,3788.3
20,train,math_comp,119,C,1024,1.0,8.58e-05,2883.3
20,train,math_comp,119,C,2048,1.0,8.28e-05,2650.7
20,train,math_comp,119,C,4096,1.0,8.28e-05,2536.3
20,train,math_comp,119,D,512,1.0,0.0001259,5295.5
20,train,math_comp,119,D,1024,1.0,0.0001196,4774.2
20,train,math_comp,119,D,2048,1.0,3.64e-05,3447.6
20,train,math_comp,119,D,4096,1.0,0.0001661,6469.1
20,train,math_comp,119,E,512,0.0,0.0006025,2100.2
20,train,math_comp,119,E,1024,0.0,0.0011657,2700.3
20,train,math_comp,119,E,2048,0.0,0.0022918,18538.1
20,train,math_comp,119,E,4096,0.0,0.0045449,6189.3
21,train,math_comp,193,A,512,0.0,0.000139,3949.5
21,train,math_comp,193,A,1024,0.0,0.0001423,4077.1
21,train,math_comp,193,A,2048,0.0,0.0001423,4102.5
21,train,math_comp,193,A,4096,0.0,0.0001423,4116.3
21,train,math_comp,193,B,512,0.0,0.0002455,30769.4
21,train,math_comp,193,B,1024,1.0,0.0004299,28491.0
21,train,math_comp,193,B,2048,1.0,0.0004299,30980.9
21,train,math_comp,193,B,4096,0.0,0.0002625,13078.2
21,train,math_comp,193,C,512,0.0,0.0001179,2374.3
21,train,math_comp,193,C,1024,0.0,0.0002203,6948.1
21,train,math_comp,193,C,2048,1.0,0.0003715,7676.3
21,train,math_comp,193,C,4096,1.0,0.0003155,9919.4
21,train,math_comp,193,D,512,1.0,7.1e-05,6278.6
21,train,math_comp,193,D,1024,1.0,0.0002405,10553.7
21,train,math_comp,193,D,2048,1.0,0.000302,10188.4
21,train,math_comp,193,D,4096,1.0,0.000261,11477.9
21,train,math_comp,193,E,512,0.0,0.0006211,1472.0
21,train,math_comp,193,E,1024,0.0,0.0011843,3735.4
21,train,math_comp,193,E,2048,1.0,0.001522,4663.8
21,train,math_comp,193,E,4096,1.0,0.0017893,4963.0
22,test,coding,222,A,512,1.0,7.34e-05,2358.0
22,test,coding,222,A,1024,1.0,7.34e-05,2357.3
22,test,coding,222,A,2048,1.0,7.34e-05,2644.8
22,test,coding,222,A,4096,1.0,7.34e-05,2668.4
22,test,coding,222,B,512,1.0,0.0001225,5023.6
22,test,coding,222,B,1024,1.0,0.0001225,5559.3
22,test,coding,222,B,2048,1.0,0.000123,5091.4
22,test,coding,222,B,4096,1.0,0.000123,5100.4
22,test,coding,222,C,512,1.0,5.14e-05,928.5
22,test,coding,222,C,1024,1.0,0.0001732,4667.0
22,test,coding,222,C,2048,1.0,0.0001294,3425.5
22,test,coding,222,C,4096,1.0,5.14e-05,997.3
22,test,coding,222,D,512,0.0,0.0001435,6294.9
22,test,coding,222,D,1024,1.0,0.000115,4652.0
22,test,coding,222,D,2048,1.0,0.0001495,5508.9
22,test,coding,222,D,4096,1.0,0.0001323,5355.6
22,test,coding,222,E,512,0.0,0.0006298,2858.9
22,test,coding,222,E,1024,1.0,0.0008561,7805.9
22,test,coding,222,E,2048,1.0,0.0008278,4022.5
22,test,coding,222,E,4096,1.0,0.0008715,8024.7
